IndexTicker,Ticker,UniqueId,Weight,Exposure
F3BANK Index,CYBG LN Equity,EQ0000000046748801,1.079454,-3.14936798118931e-05
F3BANK Index,MTRO LN Equity,EQ0000000010459449,1.016747,-2.96641676882043e-05
F3BANK Index,TBCG LN Equity,EQ0000000051158735,0.232489,-6.78299781721798e-06
F3BANK Index,BGEO LN Equity,EQ0000000064731081,0.259922,-7.58337107840342e-06
F3MNG Index,BLT LN Equity,EQ0022583200001000,22.221211,-0.000805204447913528
F3MNG Index,RIO LN Equity,EQ0010128600001000,30.308992,-0.00109827205952797
F3MNG Index,ANTO LN Equity,EQ0011110000001000,2.146379,-7.77758654876275e-05
F3MNG Index,AAL LN Equity,EQ0083398300001000,10.480311,-0.000379762967586108
F3MNG Index,KAZ LN Equity,EQ0000000002008204,1.229104,-4.4537627033392e-05
F3MNG Index,RRS LN Equity,EQ0022579100001000,3.412589,-0.000123658059936552
F3MNG Index,GLEN LN Equity,EQ0000000017231710,26.478744,-0.000959479771105348
F3MNG Index,VED LN Equity,EQ0000000000824151,0.334706,-1.21283560982948e-05
F3MNG Index,CEY LN Equity,EQ0000000000075127,0.805203,-2.91772143774395e-05
F3MNG Index,FRES LN Equity,EQ0000000006054873,1.320857,-4.78623748929668e-05
F3MNG Index,HOC LN Equity,EQ0000000002889398,0.296809,-1.07551261261488e-05
F3MNG Index,POLY LN Equity,EQ0000000020518786,0.965095,-3.49710367566874e-05
F3OTHR Index,RAT LN Equity,EQ0011214900001000,1.808349,-3.57618723552371e-05
F3OTHR Index,BRW LN Equity,EQ0014830500001000,1.285396,-2.54199646627572e-05
F3OTHR Index,IGG LN Equity,EQ0000000000710743,4.198624,-8.30319012290411e-05
F3OTHR Index,LSE LN Equity,EQ0140920200001000,18.890372,-0.000373575605265878
F3OTHR Index,ASHM LN Equity,EQ0000000002805312,1.877565,-3.71306865370904e-05
F3OTHR Index,INVP LN Equity,EQ0000000000237560,4.769504,-9.43216122804796e-05
F3OTHR Index,III LN Equity,EQ0015422800001000,11.64921,-0.00023037453558984
F3OTHR Index,SDR LN Equity,EQ0011222100001000,4.85196,-9.59522604280017e-05
F3OTHR Index,HL/ LN Equity,EQ0000000003437821,7.11325,-0.000140671484614359
F3OTHR Index,EMG LN Equity,EQ0015490200001000,3.74434,-7.40479902577482e-05
F3OTHR Index,PAG LN Equity,EQ0011199900001000,1.784499,-3.52902152494061e-05
F3OTHR Index,JUP LN Equity,EQ0000000006765738,2.486569,-4.91743370226044e-05
F3OTHR Index,PFG LN Equity,EQ0011212000001000,2.037568,-4.02949025498484e-05
F3OTHR Index,TCAP LN Equity,EQ0000000003074306,3.183047,-6.29478715196682e-05
F3OTHR Index,SLA LN Equity,EQ0019110800001000,11.792991,-0.000233217945666716
F3OTHR Index,IPO LN Equity,EQ0000000000767042,1.740029,-3.44107774508189e-05
F3OTHR Index,JLG LN Equity,EQ0000000040596079,1.822006,-3.60319529042658e-05
F3OTHR Index,OSB LN Equity,EQ0000000021500770,1.439335,-2.84642591371606e-05
F3OTHR Index,ICP LN Equity,EQ0014825500001000,3.986547,-7.88378708712497e-05
F3OTHR Index,NXG LN Equity,EQ0000000048314741,4.331017,-8.56501024538748e-05
F3OTHR Index,CCFS LN Equity,EQ0000000046885485,0.657187,-1.29965164951684e-05
F3OTHR Index,IHP LN Equity,EQ0000000062270693,1.004572,-1.98663950573951e-05
F3OTHR Index,QLT LN Equity,EQ0000000039646776,3.546065,-7.01269079659811e-05
F3RETG Index,DC/ LN Equity,EQ0000000009693098,4.665303,-0.000140574829702056
F3RETG Index,BME LN Equity,EQ0000000035504606,8.589412,-0.000258816014552708
F3RETG Index,DNLM LN Equity,EQ0000000002818288,1.232287,-3.71312506752631e-05
F3RETG Index,SPD LN Equity,EQ0000000003266745,1.923201,-5.7949859432029e-05
F3RETG Index,INCH LN Equity,EQ0011177300001000,8.0479,-0.000242499184288603
F3RETG Index,MKS LN Equity,EQ0011192700001000,11.973958,-0.000360799096373712
F3RETG Index,NXT LN Equity,EQ0011201100001000,20.454171,-0.00061632472853783
F3RETG Index,KGF LN Equity,EQ0011182700001000,15.943365,-0.000480405199780746
F3RETG Index,HFD LN Equity,EQ0000000000274248,1.714731,-5.166824497998e-05
F3RETG Index,SMWH LN Equity,EQ0000000002629804,5.259419,-0.0001584767227888
F3RETG Index,SAGA LN Equity,EQ0000000004353478,3.484088,-0.000104982479651799
F3RETG Index,CARD LN Equity,EQ0000000035086013,1.562763,-4.70891478194821e-05
F3RETG Index,JE/ LN Equity,EQ0000000004437160,11.183093,-0.00033696876580519
F3RETG Index,JD/ LN Equity,EQ0019496800001000,3.966309,-0.000119512754524354
FTSEMIB Index,ENEL IM Equity,EQ0091804900001000,0.11026425,-0.00269669856626065
FTSEMIB Index,ENI IM Equity,EQ0014303100001000,0.118638761,-0.0029015113846205
FTSEMIB Index,TEN IM Equity,EQ0000000000432667,0.02188765,-0.000535299468085214
FTSEMIB Index,STM IM Equity,EQ0015391600001005,0.035727091,-0.000873766384629324
FTSEMIB Index,FCA IM Equity,EQ0000000038083692,0.053108317,-0.00129885363851308
FTSEMIB Index,MONC IM Equity,EQ0000000006713003,0.018469616,-0.000451705670573961
FTSEMIB Index,SRG IM Equity,EQ0726285800001000,0.024022186,-0.000587503153058646
FTSEMIB Index,RACE IM Equity,EQ0000000047200520,0.043233132,-0.0010573393015357
FTSEMIB Index,G IM Equity,EQ0011570200001000,0.055512653,-0.00135765573841408
FTSEMIB Index,ISP IM Equity,EQ0012804200001000,0.10042377,-0.00245603299870529
FTSEMIB Index,UCG IM Equity,EQ0011565700001000,0.095124964,-0.00232644174366938
FTSEMIB Index,BZU IM Equity,EQ0086673100001000,0.004487997,-0.000109761550777175
FTSEMIB Index,ATL IM Equity,EQ0000000000673727,0.040166381,-0.000982336723412885
FTSEMIB Index,CNHI IM Equity,EQ0000000031885897,0.026723117,-0.000653558984892345
FTSEMIB Index,LDO IM Equity,EQ0012810700001000,0.009254218,-0.000226327539637403
FTSEMIB Index,PRY IM Equity,EQ0000000003429174,0.014203275,-0.000347365091847138
FTSEMIB Index,US IM Equity,EQ0012817300001000,0.004296858,-0.000105086923531658
FTSEMIB Index,UNI IM Equity,EQ0011813000001000,0.005435328,-0.000132930131250667
FTSEMIB Index,AZM IM Equity,EQ0000000000080386,0.004446828,-0.000108754693311819
FTSEMIB Index,BPE IM Equity,EQ0012803800001000,0.00567717,-0.000138844786042784
FTSEMIB Index,LUX IM Equity,EQ0010092200001000,0.025611617,-0.000626375374099194
FTSEMIB Index,MB IM Equity,EQ0011566700001000,0.0141489,-0.000346035259335327
FTSEMIB Index,MS IM Equity,EQ0018070300001000,0.002580112,-6.31009990200079e-05
FTSEMIB Index,TIT IM Equity,EQ0011573700001000,0.020441037,-0.000499920102578859
FTSEMIB Index,TRN IM Equity,EQ0000000000740854,0.019480485,-0.000476428180208564
FTSEMIB Index,UBI IM Equity,EQ0000000000649538,0.009973854,-0.000243927454110404
FTSEMIB Index,REC IM Equity,EQ0011788600001000,0.009723861,-0.000237813452839138
FTSEMIB Index,PST IM Equity,EQ0032841100001000,0.009861261,-0.000241173802027603
FTSEMIB Index,A2A IM Equity,EQ0032806900001000,0.006841708,-0.000167325530753386
FTSEMIB Index,BMED IM Equity,EQ0000000000089454,0.004127743,-0.00010095093042389
FTSEMIB Index,FBK IM Equity,EQ0000000019705819,0.011468613,-0.000280484311407354
FTSEMIB Index,SFER IM Equity,EQ0019130100001000,0.002696775,-6.59541898305895e-05
FTSEMIB Index,IG IM Equity,EQ0000000050349954,0.00689464,-0.000168620072261711
FTSEMIB Index,EXO IM Equity,EQ0000000053542152,0.018355118,-0.000448905428496953
FTSEMIB Index,BAMI IM Equity,EQ0000000053974383,0.011351919,-0.000277630362439386
FTSEMIB Index,CPR IM Equity,EQ0038488800001000,0.011930785,-0.000291787508679052
FTSEMIB Index,SPM IM Equity,EQ0011791900001000,0.006511374,-0.000159246654561083
FTSEMIB Index,BGN IM Equity,EQ0000000001556577,0.003694047,-9.03441618529983e-05
FTSEMIB Index,BRE IM Equity,EQ0016287000001000,0.005333058,-0.000130428945577419
FTSEMIB Index,PIRC IM Equity,EQ0000000059759517,0.007869532,-0.000192462703564776
IBEX Index,IBE SM Equity,EQ0011572400001000,8.628488,-0.000617428634937416
IBEX Index,IAG LN Equity,EQ0010022600001000,3.131949,-0.000224112845235875
IBEX Index,ENG SM Equity,EQ0119782400001000,1.209448,-8.6544459199316e-05
IBEX Index,ELE SM Equity,EQ0010051700001000,1.618972,-0.000115848764228669
IBEX Index,NTGY SM Equity,EQ0012711100001000,1.83671,-0.000131429440253715
IBEX Index,REP SM Equity,EQ0010125400001000,5.279358,-0.000377774970920273
IBEX Index,ITX SM Equity,EQ0023395400001000,11.070113,-0.000792143972175999
IBEX Index,SGRE SM Equity,EQ0172501600001000,0.951294,-6.80717358411061e-05
IBEX Index,IDR SM Equity,EQ0012706100001000,0.366342,-2.62143310601165e-05
IBEX Index,SAB SM Equity,EQ0023361200001000,1.634239,-0.000116941224804565
IBEX Index,CABK SM Equity,EQ0000000004559490,4.484863,-0.000320923299652421
IBEX Index,BBVA SM Equity,EQ0010015500001000,8.194098,-0.000586344993779143
IBEX Index,SAN SM Equity,EQ0010015800001000,14.991327,-0.00107273424561875
IBEX Index,TL5 SM Equity,EQ0030527800001000,0.382746,-2.73881519343547e-05
IBEX Index,GRF SM Equity,EQ0000000002382372,2.222609,-0.000159043211379516
IBEX Index,TEF SM Equity,EQ0010145000001000,7.646375,-0.000547151584202189
IBEX Index,ANA SM Equity,EQ0011740600001000,0.657272,-4.70324063431026e-05
IBEX Index,ACX SM Equity,EQ0012700500002000,0.506707,-3.62584280494141e-05
IBEX Index,ACS SM Equity,EQ0011782500001000,2.209101,-0.000158076619550132
IBEX Index,AENA SM Equity,EQ0000000028074160,2.831464,-0.000202611042907452
IBEX Index,AMS SM Equity,EQ0000000010192938,6.001693,-0.000429463089744512
IBEX Index,BKT SM Equity,EQ0012703900001000,1.517062,-0.000108556391313916
IBEX Index,DIA SM Equity,EQ0000000004568717,0.314208,-2.24837789107913e-05
IBEX Index,FER SM Equity,EQ0742382900001000,2.628834,-0.000188111449896791
IBEX Index,MAP SM Equity,EQ0012707900001000,0.966357,-6.9149598790914e-05
IBEX Index,TRE SM Equity,EQ0724416900001000,0.312012,-2.23266397593753e-05
IBEX Index,VIS SM Equity,EQ0012719600001000,0.550173,-3.93687242039883e-05
IBEX Index,MRL SM Equity,EQ0000000035855108,1.183772,-8.47071619079883e-05
IBEX Index,REE SM Equity,EQ0021748400001000,1.909177,-0.000136614960693451
IBEX Index,CLNX SM Equity,EQ0000000042224850,0.809984,-5.79600174956664e-05
IBEX Index,MEL SM Equity,EQ0019128500001000,0.436473,-3.12326943697481e-05
IBEX Index,MT NA Equity,EQ0022554700001002,1.038511,-7.43127218925831e-05
IBEX Index,BKIA SM Equity,EQ0000000017546625,1.200987,-8.59390155016246e-05
IBEX Index,COL SM Equity,EQ0012711500001000,0.833614,-5.96509091841721e-05
IBEX Index,CIE SM Equity,EQ0015323500001000,0.395873,-2.83274805503096e-05
IBEX Index,DOM SM Equity,EQ0000000031987152,0.047796,-3.42013792398723e-06
MCX Index,MLC LN Equity,EQ0018639600001000,0.159412,-6.72056785524711e-05
MCX Index,SHB LN Equity,EQ0011225000001000,0.543584,-0.000229166760157745
MCX Index,SXX LN Equity,EQ0000000001764755,0.377074,-0.000158968672587349
MCX Index,ETO LN Equity,EQ0000000003391970,0.330018,-0.000139130577525716
MCX Index,GN5 ID Equity,EQ0015433600001000,0.437705,-0.000184529781514625
MCX Index,UTG LN Equity,EQ0086116100001000,0.566376,-0.000238775521264612
MCX Index,RAT LN Equity,EQ0011214900001000,0.332194,-0.000140047946083479
MCX Index,CINE LN Equity,EQ0000000002515026,0.677393,-0.000285578602687966
MCX Index,CRST LN Equity,EQ0000000028564766,0.244192,-0.000102947639180771
MCX Index,ESUR LN Equity,EQ0000000025252970,0.156874,-6.61356962916239e-05
MCX Index,DC/ LN Equity,EQ0000000009693098,0.473194,-0.000199491405019434
MCX Index,BRW LN Equity,EQ0014830500001000,0.243703,-0.000102741484206163
MCX Index,LRE LN Equity,EQ0000000002125972,0.288079,-0.000121449731963198
MCX Index,888 LN Equity,EQ0000000001945282,0.177449,-7.48098038633066e-05
MCX Index,HICL LN Equity,EQ0000000002397618,0.655458,-0.000276331139767681
MCX Index,JLIF LN Equity,EQ0000000011466804,0.253299,-0.000106787012092329
MCX Index,TEP LN Equity,EQ0086139100001000,0.163351,-6.88663011393414e-05
MCX Index,PLP LN Equity,EQ0000000034592395,0.183251,-7.72558389607989e-05
MCX Index,MERL LN Equity,EQ0000000032239447,0.689834,-0.00029082353937323
MCX Index,BME LN Equity,EQ0000000035504606,0.871209,-0.00036728848522081
MCX Index,GCP LN Equity,EQ0000000010377198,0.26159,-0.000110282371794726
MCX Index,UKW LN Equity,EQ0000000028481859,0.32642,-0.000137613715360811
MCX Index,SNN LN Equity,EQ0000000042048688,0.227468,-9.58970547322252e-05
MCX Index,PTEC LN Equity,EQ0000000002316674,0.559857,-0.000236027209854658
MCX Index,BBY LN Equity,EQ0011120000001000,0.492665,-0.000207700082955193
MCX Index,TRIG LN Equity,EQ0000000030987886,0.283192,-0.000119389446971567
MCX Index,BVS LN Equity,EQ0031008900001000,0.389554,-0.000164230051080404
MCX Index,GNS LN Equity,EQ0081904200001000,0.4106,-0.000173102725100021
MCX Index,DLN LN Equity,EQ0011147100001000,0.788057,-0.000332232864671572
MCX Index,SXS LN Equity,EQ0011156700001000,0.783884,-0.000330473591237957
MCX Index,GOG LN Equity,EQ0014342100001000,0.173533,-7.31588777271846e-05
MCX Index,JLT LN Equity,EQ0011187700001000,0.394855,-0.000166464872185506
MCX Index,HWDN LN Equity,EQ0011196000001000,0.798505,-0.000336637582820245
MCX Index,MGGT LN Equity,EQ0011194600001000,0.967558,-0.000407907760575564
MCX Index,MGAM LN Equity,EQ0011237600001000,0.233692,-9.85209986217102e-05
MCX Index,RDW LN Equity,EQ0014808200001000,0.322552,-0.000135983025295816
MCX Index,RSW LN Equity,EQ0011216800001000,0.45876,-0.000193406249797579
MCX Index,SNR LN Equity,EQ0011224300001000,0.322238,-0.000135850647663859
MCX Index,WEIR LN Equity,EQ0011250500001000,1.218834,-0.000513841906586847
MCX Index,DPH LN Equity,EQ0119799800001000,0.699044,-0.000294706335520749
MCX Index,SYNT LN Equity,EQ0011256800001000,0.354963,-0.000149647010739598
MCX Index,PAGE LN Equity,EQ0726321200001000,0.443005,-0.000186764181034912
MCX Index,IGG LN Equity,EQ0000000000710743,0.789002,-0.000332631262321888
MCX Index,ESNT LN Equity,EQ0000000001760430,0.317977,-0.000134054274766511
MCX Index,PFC LN Equity,EQ0000000000430211,0.382544,-0.000161274741526212
MCX Index,GNK LN Equity,EQ0011167000001000,0.44676,-0.000188347232015795
MCX Index,ASHM LN Equity,EQ0000000002805312,0.361996,-0.000152612016744538
MCX Index,INVP LN Equity,EQ0000000000237560,0.870231,-0.000366876175271595
MCX Index,PNN LN Equity,EQ0011229800001000,0.842579,-0.000355218511963105
MCX Index,DNLM LN Equity,EQ0000000002818288,0.124989,-5.26934644606103e-05
MCX Index,SPD LN Equity,EQ0000000003266745,0.195067,-8.22372851365949e-05
MCX Index,SGC LN Equity,EQ0011902000001000,0.151127,-6.37128483589648e-05
MCX Index,LRD LN Equity,EQ0011184300001000,0.245527,-0.000103510454908994
MCX Index,DRX LN Equity,EQ0000000001265840,0.337044,-0.00014209263243695
MCX Index,CPI LN Equity,EQ0011133500001000,0.669089,-0.000282077762382972
MCX Index,AGK LN Equity,EQ0030254600001000,0.411834,-0.000173622960761915
MCX Index,INCH LN Equity,EQ0011177300001000,0.816285,-0.000344133360833587
MCX Index,BWY LN Equity,EQ0011118100001000,0.936358,-0.000394754314342927
MCX Index,TLW LN Equity,EQ0011243100001001,0.853825,-0.000359959654794266
MCX Index,ELM LN Equity,EQ0011170000001000,0.293262,-0.000123634806060113
MCX Index,FGP LN Equity,EQ0017046400001000,0.255595,-0.00010775497082791
MCX Index,HMSO LN Equity,EQ0011169100001000,1.051136,-0.000443142976256055
MCX Index,IMI LN Equity,EQ0011176900001000,0.768583,-0.000324022921981368
MCX Index,ROR LN Equity,EQ0011219200001000,0.735426,-0.000310044434265485
MCX Index,TPK LN Equity,EQ0011241800001000,0.90914,-0.000383279618844212
MCX Index,SRP LN Equity,EQ0011224400001000,0.272281,-0.00011478953505348
MCX Index,RWI LN Equity,EQ0011225300001000,0.120536,-5.08161472787535e-05
MCX Index,SHI LN Equity,EQ0011225700001000,0.209467,-8.8308106474735e-05
MCX Index,VCT LN Equity,EQ0017145000001000,0.601487,-0.000253577785709295
MCX Index,BAB LN Equity,EQ0011114900001000,1.041696,-0.000439163215601052
MCX Index,GFS LN Equity,EQ0000000001220824,1.049424,-0.00044242122305252
MCX Index,GRI LN Equity,EQ0011165700001000,0.319706,-0.000134783194911903
MCX Index,QQ/ LN Equity,EQ0000000000423439,0.378692,-0.000159650796818259
MCX Index,AVV LN Equity,EQ0020247500001000,0.431698,-0.000181997321530027
MCX Index,MONY LN Equity,EQ0099413100001000,0.413343,-0.000174259132247974
MCX Index,EMG LN Equity,EQ0015490200001000,0.70369,-0.000296665018571929
MCX Index,PAG LN Equity,EQ0011199900001000,0.312482,-0.00013173766620727
MCX Index,VSVS LN Equity,EQ0011141000001000,0.322135,-0.000135807224427899
MCX Index,PMO LN Equity,EQ0011210400001000,0.245431,-0.00010346998276674
MCX Index,TALK LN Equity,EQ0000000009693058,0.178084,-7.5077510220926e-05
MCX Index,JUP LN Equity,EQ0000000006765738,0.468199,-0.000197385588867767
MCX Index,CAPC LN Equity,EQ0000000009862177,0.533589,-0.000224953019930334
MCX Index,HAS LN Equity,EQ0011171200001000,0.633628,-0.000267127943252987
MCX Index,CWK LN Equity,EQ0011142900001000,0.433405,-0.000182716966809486
MCX Index,HTG LN Equity,EQ0011176400001000,0.273586,-0.000115339703237249
MCX Index,FDSA LN Equity,EQ0021791700001000,0.366387,-0.000154463195667856
MCX Index,MAB LN Equity,EQ0000000000568358,0.143541,-6.05147059512474e-05
MCX Index,BBA LN Equity,EQ0011117200001000,0.88428,-0.000372799020339617
MCX Index,LMP LN Equity,EQ0000000002974589,0.301117,-0.000126946354783106
MCX Index,JDW LN Equity,EQ0011252100001000,0.222614,-9.38506820394938e-05
MCX Index,ECM LN Equity,EQ0011151900001000,0.849319,-0.000358059993617207
MCX Index,NEX LN Equity,EQ0011678300001000,0.429807,-0.000181200104644581
MCX Index,CBG LN Equity,EQ0011138700001000,0.566999,-0.00023903816860445
MCX Index,SPX LN Equity,EQ0011231000001000,1.211839,-0.000510892920804883
MCX Index,WMH LN Equity,EQ0000000000175975,0.659462,-0.000278019165367536
MCX Index,HFD LN Equity,EQ0000000000274248,0.173922,-7.33228742202775e-05
MCX Index,COB LN Equity,EQ0011161000001000,0.779295,-0.00032853893852124
MCX Index,KAZ LN Equity,EQ0000000002008204,0.496911,-0.000209490132080314
MCX Index,SVS LN Equity,EQ0011221600001000,0.289466,-0.000122034470101809
MCX Index,PZC LN Equity,EQ0011206500001000,0.107482,-4.53127791018035e-05
MCX Index,HSX LN Equity,EQ0015670500060000,1.072734,-0.000452248365093635
MCX Index,PFG LN Equity,EQ0011212000001000,0.385049,-0.000162330811488159
MCX Index,BOY LN Equity,EQ0011123000001000,0.464917,-0.000196001947504449
MCX Index,GRG LN Equity,EQ0011167300001000,0.250612,-0.000105654213694025
MCX Index,INTU LN Equity,EQ0011241500001000,0.404312,-0.000170451799782367
MCX Index,TEM LN Equity,EQ0012969500060000,0.479637,-0.000202207675983436
MCX Index,ULE LN Equity,EQ0019471600001000,0.305117,-0.0001286326940437
MCX Index,WG/ LN Equity,EQ0000000000161023,1.048002,-0.000441821729445379
MCX Index,SMWH LN Equity,EQ0000000002629804,0.533454,-0.000224896105980289
MCX Index,HSV LN Equity,EQ0011229600001000,0.616882,-0.000260068083938508
MCX Index,HIK LN Equity,EQ0000000002051548,0.531661,-0.000224140204406728
MCX Index,DCG LN Equity,EQ0019435600001000,0.170027,-7.16808013652736e-05
MCX Index,SMP LN Equity,EQ0011231500001000,0.188152,-7.93220261398423e-05
MCX Index,RCP LN Equity,EQ0014848400060000,0.662546,-0.000279319332937454
MCX Index,TATE LN Equity,EQ0011236000001000,0.762329,-0.000321386330547429
MCX Index,ISAT LN Equity,EQ0030597000001000,0.638866,-0.000269336204514735
MCX Index,BVIC LN Equity,EQ0000000002104616,0.520078,-0.000219256987492862
MCX Index,TCAP LN Equity,EQ0000000003074306,0.601717,-0.000253674750216779
MCX Index,DPLM LN Equity,EQ0011147700001000,0.366614,-0.000154558895420894
MCX Index,BYG LN Equity,EQ0119738400001000,0.351967,-0.000148383942633413
MCX Index,RPC LN Equity,EQ0011919600001000,0.758388,-0.000319724864790928
MCX Index,PHNX LN Equity,EQ0000000009320677,0.989758,-0.000417266943471863
MCX Index,TCG LN Equity,EQ0000000003641823,0.371953,-0.000156809736748973
MCX Index,RSE LN Equity,EQ0000000031814780,0.180116,-7.5934170565308e-05
MCX Index,GNC LN Equity,EQ0011166900001001,0.331989,-0.000139961521196374
MCX Index,GFRD LN Equity,EQ0011162500001000,0.238704,-0.000100633981715235
MCX Index,KIE LN Equity,EQ0019739700001000,0.227666,-9.59805285256246e-05
